1.593273616,0.6133491654,0.3097238249,2.042536234,-0.5148781639,0.9978447559,1.417079274,-0.2021170271,0.07255388603,0.9455083883,-0.6502318453,-0.7064131417,2.469982022,-1.96265255,-0.6266376507,0.006014210287,1
0.5687223991,1.843699976,-0.7374561939,-0.9194611841,0.4178542399,0.2600807238,0.4437287289,-0.8332310007,-0.07256821859,0.4229235408,-1.382024013,-0.3029172429,0.5870167419,-0.8340320266,-2.269350605,0.7527712087,0
-0.1144870456,0.2710909822,-1.536919883,0.1146700292,-2.048832759,0.9250656155,-0.07697270548,1.733600247,0.6086733156,-1.175679996,1.354919891,1.463529226,-0.3973526539,1.99383675,0.3182332379,0.2324405727,1
0.2516302488,1.136447627,-0.5622548292,-0.1374237037,-0.9897443883,1.476075853,-1.091534359,0.1906490041,0.6504692431,-0.2048513216,0.2082520572,1.800252366,0.4335496361,-0.6666597546,-1.061392386,0.5915004418,1
-1.210855638,-1.738331868,-1.599511123,1.365526925,-0.3382941896,-1.87925228,-0.4374568102,-0.1778103936,-0.03888250432,0.9564954848,1.015896482,0.4651216651,0.500297093,0.9762901621,0.6442693296,-1.021144271,0
-0.3937337117,0.7071347443,0.8243899303,-0.2616383474,1.503826503,-0.7825285421,1.674010313,-1.085025119,0.6453584375,1.586133994,-0.360298347,-0.3715837472,1.236834511,-0.8030210992,-0.5000963966,0.1468193047,1
0.08525257457,0.03038613146,2.491486202,-1.286240911,-0.2582089513,-1.40220506,-2.924153142,0.9722623328,1.51922602,0.7912840066,1.031474663,-0.297113084,-1.01922488,1.003509854,-2.045258599,0.9947727497,1
0.09942198671,0.7650019774,1.011855164,-1.65465749,-0.1545956418,-1.455285804,1.682530253,1.431471684,-1.34711937,-0.5508336904,0.7706522344,0.3571931063,-0.47222434,0.4384184383,1.43103811,-0.1153474989,1
-1.530616244,0.867665218,-0.2812379394,0.03723273987,-1.655827026,-1.152335412,-0.1471130759,-0.2450730433,0.3118595725,-0.6716780022,-1.467719287,-2.678412918,0.1429932753,1.193230272,1.810005378,-2.203884491,0
0.3276231792,-2.256250118,0.0167065076,1.270301301,-0.09355458631,0.0965485526,-0.3678592223,-0.6232538101,-0.6958822096,-0.6968273431,0.4941013005,0.3649374673,-0.6643745585,-0.2671444665,-0.6701334549,-0.3664562029,0
0.2791964925,-0.4436027396,1.153919669,-0.1432766116,-1.090081008,0.292280245,0.1373748843,-0.395998866,-0.8889675909,-1.396155424,0.4933527843,-0.3777738461,0.9991702654,1.653759406,1.548230779,0.8300547743,1
-0.3770512063,-0.6700232806,-0.6009150364,0.7952552146,0.778008176,0.8867214533,-0.2201071432,-1.358522402,-1.820866853,-0.5600499127,-0.7369694744,-0.7590556733,-0.7230226819,-0.0300932745,-0.5137092496,0.7540669031,0
